account_number,open_date,close_date,title,forename,middle_name,surname,address1,city,postcode,home_tel,mobile_tel,email,account_type,overdraft_limit,cash_card_number,account_number_min_ok,account_number_max_ok,open_date_min_ok,open_date_max_ok,close_date_min_ok,close_date_max_ok,address1_nonnull_ok,city_nonnull_ok,postcode_nonnull_ok,postcode_nodups_ok,home_tel_nonnull_ok,mobile_tel_nonnull_ok,mobile_tel_nodups_ok,email_max_length_ok,email_nodups_ok,account_type_min_length_ok,account_type_max_length_ok,account_type_nonnull_ok,account_type_values_ok,cash_card_number_nodups_ok,n_failures
10380218,2016-12-07,,Mr,Jacob,Jake,Jenkins,14 Viadict Bridge,Hull,MY8 2NZ,0713 941 6910,0721 342 1353,jacob.jenkins@googlemail.com,basic,16900,1202 8675 5314 8638,true,true,true,true,,,true,true,true,true,true,true,false,true,true,true,true,true,true,true,1
10406258,2015-01-01,,Mrs,Maria,,Hall,315 Peopleshome Crescent,Ashby de la Zouch,BG24 4OD,0925 189 4812,0706 698 1323,maria.hall8@runbox.com,current,14300,1202 8678 1093 9985,true,true,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,false,1
10429712,1970-01-01,,Mrs,Maria,Alice,Douglas,,,,,,ky0o3e3zxhj@yahoo.com,no longer valid,17500,1202 8668 5897 5122,true,true,false,true,,,false,false,false,true,false,false,true,true,true,true,false,true,false,true,8
10462162,2018-11-18,,Mr,David,,McLean,1 Viadict Road,Hull,CC77 9UT,0363 458 5890,0741 833 7971,david.mclean49@yahoo.co.uk,current+,0,1202 8609 5013 4827,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
10500815,2002-12-15,,Ms,Molly,,Wilkinson,76 Castle Bridge,Leeds,DC2 5QK,0893 050 8984,0781 292 7327,molly.wilkinson07@runbox.co.uk,offset,17700,1202 8678 1093 9985,true,true,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,false,1
10576964,2002-10-15,2003-03-25,Ms,Chloe,Rose,Wilkinson,76 Sprawlbridge ,Orpington,WZ6 7VO,0331 694 2568,0725 454 8142,chloe.wilkinson5208@googlemail.com,current,17000,1202 8627 5977 4124,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
10591985,2009-09-14,2018-11-17,Mr,Pierre,Austin,Watson,780 Foxhill Crescent,Nairn,SM16 9CA,0739 870 2138,0762 331 9220,pierre00656@googlemail.com,current,8200,1202 8654 1180 9560,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
10673146,2013-09-08,,Mrs,Charlotte,Emma,Morrison,72 Downwater Road,Lancaster,PC3 4KK,0941 079 2399,0743 420 3740,charlotte.morrison416@googlemail.co.uk,current,0,1202 8661 1527 6681,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
10801972,2006-04-18,2006-11-04,Mr,Patrick,,Wilkinson,77 Lightmaker Yards,Aldershot,CP23 4JL,0857 014 2617,0742 985 6425,patrick.wilkinson4147@googlemail.co.uk,current,0,1202 8696 4712 8549,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
10855413,2002-12-31,2003-05-03,Miss,Sophie,Kath,Griffiths,24 Yellow Brick Rise,Upminster,NI80 9LZ,0664 508 0033,0741 245 3733,sophie43@runbox.co.uk,current,0,1202 8686 1695 7343,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
10905042,2018-02-26,2018-11-19,Mrs,Amber,,Watt,5 Inchhill Yards,Edinburgh,CQ37 4ZW,0428 242 8567,0790 681 7868,amber30@googlemail.com,current,13300,1202 8622 7036 3857,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11009352,2002-10-11,2003-01-23,Ms,Anna,,Allen,67 Yellow Brick Yards,Peterborough,NG97 8NN,0239 816 7381,0700 085 9423,anna31@gmail.com,offset,0,1202 8622 2543 6512,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11078688,2018-11-18,,Miss,Maisie,,Richardson,5 Inchhill Rise,Falkirk,QY5 1VZ,0193 448 2216,0705 332 5046,maisie.richardson0@runbox.co.uk,current,0,1202 8657 5403 9157,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11119772,2014-06-02,2018-11-19,Mrs,Harriet,,Bell,1 Oldbridge Rise,Hull,WU4 8JE,0836 912 2061,0786 309 2737,harriet2675@googlemail.com,current,6100,1202 8651 5584 3478,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11123154,2006-11-02,,Miss,Jessica,,Ward,92 Viadict Street,Hull,NN1 3UH,0125 742 1286,0738 428 2838,jessica.ward6973@hotmail.co.uk,current,17500,1202 8650 0344 7030,true,true,true,true,,,true,true,true,false,true,true,true,true,true,true,true,true,true,true,1
11157972,2018-11-19,,Mr,Leon,,Corbyn,7 Eyre Street,Brighton,QH8 6YK,0161 029 2402,0767 019 9200,f86e9ngv4prgzye@yahoo.com,current,7300,1202 8692 1205 1679,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11183771,2007-05-17,2018-11-16,Mr,Matthew,Frederick,Johnston,122 Peopleshome Street,Glasgow,DQ79 0ST,0335 159 2489,0735 562 6440,kojd0pk5jpkm@runbox.com,basic,4000,1202 8677 6965 8175,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11211630,2018-11-19,,Ms,Rose,,Ellis,6 Yellow Brick Bridge,Brighton,RA9 4FB,0887 133 8098,0784 791 0260,wmhksu@googlemail.com,basic,10900,1202 8617 6323 0650,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11240117,2013-05-23,2018-11-17,Mr,Rory,,Fisher,9 Foxhill Road,Brighton,WU18 9EX,0971 742 1109,0753 271 1931,rory57@runbox.com,current,7200,1202 8615 9717 4863,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11359330,2001-03-04,,Miss,Rose,Anna,Bennett,459 Manchester ,Southampton,AM5 1XJ,0455 310 8191,,rose.bennett8@runbox.com,current,1500,1202 8684 9153 6256,true,true,false,true,,,true,true,true,true,true,false,true,true,true,true,true,true,true,true,2
11445835,2008-02-20,2012-04-01,Mr,Jenson,Ryan,Sutherland,464 Sprawlbridge Rise,Tewin,ER89 1SF,0811 341 4147,0786 348 3109,jenson.sutherland4710@googlemail.co.uk,premium,5500,1202 8656 3797 7087,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
11493859,2014-10-29,,Mr,Frankie,,Richardson,58 Yellow Brick Crescent,Lancaster,UC9 7VQ,0638 209 6460,0729 612 4520,frankie.richardson8824@googlemail.co.uk,current,0,1202 8624 0835 2182,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
11501781,2003-01-13,,Dr,Austin,Hugo,Carter,95 Trewberry Yards,Ipswich,WZ62 7XK,,0763 419 8234,rovfnoq5kz02@runbox.com,current,0,1202 8653 6807 9130,true,true,true,true,,,true,true,true,true,false,true,true,true,true,true,true,true,true,true,1
11585649,2010-10-07,,Ms,Amber,Robyn,Gibson,120 Manchester Rise,Hatfield,CI55 3XS,0752 439 7561,0770 303 2449,damber2@hotmail.com,premium,5500,1202 8699 3135 0349,true,true,true,true,,,true,true,true,true,true,true,true,true,false,true,true,true,true,true,1
11616154,2018-11-18,,Mr,Reuben,Alex,Fraser,48 Broad Crescent,Upminster,ST22 4HN,0448 172 4577,0790 899 7926,reuben0780@googlemail.co.uk,current+,1400,1202 8649 0600 9749,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11769698,2002-12-02,2003-06-25,Ms,Francesca,Kath,Knight,60 Inchhill Road,Hatfield,SY8 8VK,0317 544 2975,0765 954 8615,francesca.knight39@yahoo.com,current,0,1202 8623 6192 7733,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11793707,1994-07-14,1990-03-09,Mr,Pierre,Edward,Allan,989 Oldbridge Road,London,DV76 8OP,0733 839 4021,0739 460 7274,a5x353qunfwy90@hotmail.com,no longer valid,0,1202 8670 6119 0791,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,4
11864039,2005-08-22,2018-11-15,Mr,Ethan,,Barker,10 Hereford Rise,Falkirk,ZC9 2SK,0789 773 2858,0766 767 0525,ethan995@gmail.co.uk,current,19500,1202 8658 3193 5746,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11914796,2013-07-08,2018-10-15,Miss,Rose,Luna,Griffiths,7 Castle Crescent,Southampton,FK2 8MU,0828 113 0888,0719 408 2485,rose2057@googlemail.com,current,16300,1202 8608 0912 7563,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,1
11922831,2018-11-18,,Mr,Finn,Thomas,Marshall,5 Railway Street,Upminster,FC4 1SL,0683 225 9618,0788 606 4303,ulwbh@runbox.co.uk,current,1400,1202 8606 5465 8299,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
11981710,2016-12-05,,Mr,Jacob,Ronnie,Cook,40 Railway Yards,,NA6 5AN,0418 910 2185,0770 992 7490,jacob37377@googlemail.co.uk,,4100,1202 8611 8371 2219,true,true,true,true,,,true,false,true,true,true,true,true,true,true,,,false,,true,2
12010972,2003-01-04,,Ms,Penelope,,Sutherland,51 Broad Road,Southampton,BV45 0MY,0351 806 4106,0784 319 8355,penelope.sutherland822@googlemail.co.uk,current,13200,1202 8674 7106 6782,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12103606,2012-08-03,,Miss,Annabelle,Bella,Richardson,26 Gartonside Bridge,Southampton,UF8 4MJ,0950 514 8733,0762 102 5346,annabelle.richardson6192@googlemail.com,current,0,1202 8642 0642 8501,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12126879,2015-09-08,2018-11-15,Mrs,Emilia,,Davidson,6 Undertaker's ,Inverness,QM0 0OG,0656 168 0268,0765 456 9415,jb6bkdm7vms3j50@gmail.com,offset,7900,1202 8629 2131 4831,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12142869,1982-07-25,1995-05-06,Miss,Emily,,Scott,7 Newbridge Yards,,HT9 1MA,0859 802 8429,0717 665 4967,ihv1y0xqe@runbox.co.uk,,6600,4003 6070 5668 5816,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true,5
12214348,2018-11-19,,Mrs,Leah,Isabella,Green,1 Downwater Close,Manchester,XC6 3NS,0706 046 4853,0707 622 4832,leah11@runbox.co.uk,current,0,1202 8679 0974 2835,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12259682,2008-01-16,,Ms,Katherine,Ella,Turnbull,362 Jewelmaker's Road,Watford,LG30 8JV,0817 021 7259,0796 045 6525,katherine.turnbull689@googlemail.co.uk,current+,10500,1202 8677 8566 3762,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12292649,2002-12-04,2003-01-03,Mrs,Florence,Violet,Richards,73 Sprawlbridge Crescent,Redford,JC37 9GC,0223 604 6769,0743 475 9422,dakemoi0l8@gmail.com,current,17200,1202 8639 3458 6367,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12390588,2002-10-13,2003-01-02,Ms,Clara,Summer,Mills,1 Castle Rise,Upminster,NK56 0JA,0601 992 4071,0737 589 5849,clara0956@hotmail.co.uk,current+,0,1202 8624 5125 5715,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12446373,2002-11-29,2003-01-01,M,Mason,,Allan,7 Hereford Close,Ashby de la Zouch,LI5 8WJ,0272 108 9003,0756 002 3583,mason7879@hotmail.com,current,9600,1202 8621 1149 2200,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12466261,2008-04-10,,Mr,Mohammad,,Robinson,6 Downwater Close,Peterborough,MP62 4WQ,0491 599 6870,0735 824 0900,mohammad.robinson7650@googlemail.co.uk,current,0,1202 8688 7440 2720,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12472374,2016-02-04,,Mrs,Amber,,Douglas,90 Manchester Crescent,Cardiff,ST84 6ZU,0543 558 7647,0720 850 5191,damber2@hotmail.com,current,0,1202 8636 5493 8021,true,true,true,true,,,true,true,true,true,true,true,true,true,false,true,true,true,true,true,1
12513412,2018-11-19,,Mr,Victor,Benjamin,Barker,19 Inchhill Yards,Peterborough,WB1 3JR,0903 520 9948,0733 524 4979,victor8@gmail.co.uk,basic,3400,1202 8603 5965 2912,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12610713,2005-08-05,,Mrs,Iris,,Rogers,110 Gartonside Road,Watford,DF56 0BG,0112 458 4487,0776 697 6417,awnjafm8twko@yahoo.co.uk,no longer valid,0,1202 8667 3540 5304,true,true,true,true,,,true,true,true,true,true,true,true,true,true,true,false,true,false,true,2
12618008,2018-11-19,,Ms,Maisie,Esme,Kay,303 Yellow Brick ,Lancaster,XN7 8OT,0923 629 1239,0722 276 1631,t53xsg91e@hotmail.co.uk,basic,11500,1202 8663 9231 0856,true,true,true,false,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12635783,2015-10-31,,Ms,Lily,Evelyn,Parker,548 Newbridge Bridge,Brighton,BT15 0PP,0346 222 6702,0746 513 1203,flily4@hotmail.com,current,0,1202 8649 1964 4576,true,true,true,true,,,true,true,true,true,true,true,true,true,false,true,true,true,true,true,1
12643308,2004-02-22,,Mr,Mohammed,,Turnbull,9 Lightmaker Road,Leeds,WI14 5NW,0651 091 3144,0721 342 1353,mohammed9238@gmail.com,current,17200,1202 8640 9451 2695,true,true,true,true,,,true,true,true,true,true,true,false,true,true,true,true,true,true,true,1
12653621,2002-10-12,,Mr,Jacob,Uriel,Gordon,3 Eyre Bridge,Lancaster,NN1 3UH,0366 733 7211,0768 206 9829,nah4i0@gmail.com,current,6800,1202 8650 4373 8799,true,true,true,true,,,true,true,true,false,true,true,true,true,true,true,true,true,true,true,1
12656825,2008-10-03,2011-02-16,Ms,Katherine,Emma,Sutherland,7 Viadict Yards,Hull,EV9 3YW,0139 829 0890,0799 672 9337,katherine.sutherland3@googlemail.co.uk,current,0,1202 8697 3072 1121,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12670503,2011-03-05,2018-11-16,Prof,Mason,Uriel,Bailey,7 Manchester Bridge,Lancaster,SJ10 0CP,0325 617 7915,0741 424 2912,mason.bailey09@runbox.co.uk,current,17800,1202 8606 9720 9703,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12704385,2002-11-20,2002-12-27,M,Ezra,,Williams,66 Workinghouse Close,Aldershot,KU9 5ZE,0767 689 8746,0722 436 0876,ezra.williams85@yahoo.co.uk,current+,12000,1202 8694 4842 3707,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12753508,2009-05-14,2011-12-08,M,Lily,Maryam,Gibson,155 Lightmaker Crescent,Watford,SU66 7NM,0628 580 5868,0774 943 7291,flily4@hotmail.com,basic,6300,1202 8632 2991 3912,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,1
12845670,2002-10-04,2003-01-29,Mr,Harley,Daniel,Marshall,3 Foxhill Rise,Hull,DF43 1DC,0408 591 0367,0708 802 4226,harley.marshall531@hotmail.com,current+,0,1202 8640 1908 9557,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12928316,2012-07-30,,Mrs,Isabelle,,Sutherland,31 Acacia Yards,Manchester,UJ9 3FW,0713 297 3700,0762 979 5034,isabelle.sutherland3524@googlemail.com,current,13800,1202 8607 4168 8658,true,true,true,true,,,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12956794,2004-07-11,2004-12-11,Ms,Katherine,,Henderson,11 Foxhill Close,Shrewsbury,IE95 0SP,0668 324 9143,0720 759 7781,katherine.henderson82@googlemail.co.uk,current,19500,1202 8662 8853 9952,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,1
12994434,2005-10-06,,Mr,Arlo,,Jones,86 Gartonside Road,Hatfield,GE7 5IQ,0532 281 1902,0785 682 5410,arlo.jones@gmail.com,current,0,1202 8617 2603 2598,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12994652,2011-10-12,,Mr,Kris,Frankie,Davies,598 Eyre Bridge,Peterborough,CP0 0SB,0784 747 4520,0702 763 8940,kris.davies5@yahoo.co.uk,current,15000,1202 8603 6736 2035,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12994768,2010-09-21,,Miss,Erin,Emilia,Webb,28 Lightmaker Street,Hull,ZH7 2UO,0815 429 5185,0732 483 1371,erin26862@runbox.com,current,7400,1202 8658 4349 2294,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12994830,2011-02-25,2013-06-02,Ms,Ava,Bonnie,James,78 Manchester Yards,Tewin,GF5 3FT,0107 195 3000,0736 467 0654,ava398@runbox.co.uk,premium,0,1202 8633 5580 3419,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995008,2006-09-14,,Mr,Elijah,,Jackson,43 Castle Road,Hull,RW7 5TX,0872 593 7970,0710 468 9012,elijah.jackson1@runbox.com,offset,0,1202 8615 4127 3933,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995025,2013-08-30,,Ms,Lottie,Luna,Jackson,59 Kettleyards ,Redford,FG0 2KM,0911 367 0038,0753 595 4546,lottie.jackson184@googlemail.co.uk,current,0,1202 8604 8444 6446,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995357,2005-12-06,2014-10-23,Ms,Millie,,McKenzie,200 Castle ,Stevenage,ZR7 2RX,0487 135 1848,0742 454 5961,millie.mckenzie34@yahoo.co.uk,current,0,1202 8614 3845 2958,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995458,2014-10-30,,Mr,Matthew,Leo,Kennedy,5 Railway Close,Watford,FW95 2VD,0448 604 5597,0747 455 0580,matthew840@yahoo.com,current,0,1202 8659 4642 0490,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995490,2004-05-20,,Miss,Ellie,Julia,Dickson,854 Castle Yards,Ipswich,RF1 3HO,0615 286 0784,0733 981 0692,ellie.dickson50@yahoo.co.uk,current+,0,1202 8671 3757 7140,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995682,2011-10-03,,Mr,Jenson,Dexter,James,6 Trewberry Street,Brighton,TG55 1MY,0464 884 5763,0745 366 6879,jenson18262@yahoo.co.uk,current+,0,1202 8680 6129 9474,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995697,2009-07-28,,Mr,Dexter,,Richardson,3 Lightmaker Crescent,Leeds,XQ10 8CT,0178 943 6010,0761 903 6037,dexter14@gmail.com,current+,13900,1202 8672 2902 7808,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995699,2013-09-02,,Mr,Victor,Alfie,Wilkinson,4 Oldbridge ,Lancaster,LV19 1KU,0641 946 8653,0715 795 2326,victor80@runbox.com,current+,0,1202 8601 5735 2726,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12995887,2013-04-28,,Mr,Hugo,Ethan,Thomson,68 Hereford Rise,Hull,HQ17 7AO,0550 205 1993,0762 654 8082,hugo3@hotmail.co.uk,current,0,1202 8605 0734 4652,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996022,2011-10-20,,Mr,Xander,Riley,Kay,39 Castle Bridge,Slough,QD9 1YF,0648 013 8269,0798 856 2908,xander19@hotmail.com,current,0,1202 8634 7985 8555,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996104,2005-05-08,,Mr,David,,Richardson,35 Foxhill Rise,Falkirk,RM10 0UT,0353 411 2526,0751 540 8724,david.richardson785@runbox.co.uk,current+,5500,1202 8685 5291 4612,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996148,2015-08-24,,Mr,Caleb,Alex,Clark,5 Trewberry ,Glasgow,WL54 0LD,0870 087 6655,0737 147 0527,caleb0196@gmail.co.uk,current,11600,1202 8628 2930 3778,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996314,2018-10-19,,Prof,Matthew,,Morris,999 Railway Road,Hull,QX6 8DC,0559 763 3833,0765 755 9230,matthew192015@googlemail.co.uk,current,0,1202 8689 1891 8968,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996469,2005-08-24,2007-02-18,Ms,Willow,,Barker,3 Manchester Rise,Edinburgh,HY59 7CO,0924 040 5182,0799 867 2715,fjjul4v2ujtxjym@yahoo.co.uk,current+,11700,1202 8633 2761 3905,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996573,2004-08-24,2013-11-21,Mr,Joseph,Jack,White,7 Inchhill ,Brighton,TU30 8WF,0615 176 4493,0791 499 7428,joseph2550@googlemail.co.uk,offset,0,1202 8692 6241 4107,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996764,2014-08-03,,Mrs,Elsie,,Matthews,18 Downwater Close,Nottingham,WX0 1CJ,0741 948 9210,0763 037 4100,lhd06xw0x@runbox.com,current,9200,1202 8660 2644 1737,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996814,2003-01-15,,Mr,Hugo,,Wilson,107 Gartonside Close,Inverness,KS18 0HG,0759 242 9359,0701 350 1183,ep2s5nbhf9osb6x@yahoo.com,current+,18100,1202 8635 6019 7845,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12996995,2009-01-06,2018-08-13,Miss,Julia,Francesca,Fisher,855 Undertaker's ,Redford,LF5 0AJ,0579 990 0306,0791 571 7299,hp2zvxz@yahoo.com,current,0,1202 8602 9394 6573,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997047,2007-10-17,,Miss,Anna,Sara,Richardson,83 Workinghouse Rise,Leeds,AJ2 0JI,0102 790 0458,0751 959 8197,oaxqd4@hotmail.co.uk,current,19400,1202 8685 3566 7302,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997200,2011-11-30,,Mr,Hunter,,Hunt,5 Quarry Bridge,Hitchin,GG3 2MU,0785 787 2675,0701 920 8144,hunter415@hotmail.co.uk,current,0,1202 8669 0468 0911,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997439,2018-04-12,,Mr,Nicholas,Albert,Barnes,23 Hereford Close,Slough,GI9 7WR,0624 666 3343,0722 231 8853,nicholas80142@hotmail.co.uk,current,0,1202 8626 9266 3347,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
12997780,2016-06-01,,Dr,Frankie,,Murphy,8 Downwater Bridge,Tewin,QG8 3IU,0642 523 4730,0753 021 1151,y25p2civh41o@hotmail.com,current,0,1202 8651 0516 2618,true,false,true,true,,,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1
